[INFO] [1754206742.261816571] [solver_node]: SolverNode启动，进入初始化阶段，需要收集100次激光数据进行标定...
[WARN] [1754206743.223284490] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206744.228060863] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206745.228789732] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206746.233951179] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206747.236674713] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206748.242950184] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206752.353074043] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206753.352713924] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206754.357295668] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206755.359269825] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206756.370969554] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206757.376721195] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206758.377077302] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206759.385004295] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206760.382543966] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206761.393728181] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206762.397897513] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206763.398831790] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206764.405475312] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206765.407111300] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206766.402092722] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206767.419682853] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206768.408956466] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206769.407548225] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206770.413528804] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206771.412527565] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206772.419467025] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206773.436420038] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206774.419541074] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206775.421606898] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206776.425428656] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206777.426261526] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206778.427603296] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206779.431182922] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206780.445192670] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206781.435243101] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206785.554370413] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206786.543707030] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206787.550885239] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206788.556492744] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206789.560853825] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206790.558611365] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206791.563572586] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206792.565874290] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206793.570073859] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206794.571786531] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206867.480592869] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206868.486108941] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206869.485798171] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206870.489181768] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206871.489192448] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206872.491387187] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206873.503007423] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206874.500869127] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206875.499656759] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206876.503149929] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206877.503779592] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206878.507220779] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206879.509842786] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206880.510965218] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206881.511740022] [solver_node]: 收到空的激光距离数据，跳过处理
[INFO] [1754207311.249263115] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.968, angle=3.087
[INFO] [1754207311.250997186] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207311.262540041] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207311.297462314] [solver_node]: 当前位置: x=4.055, y=0.006, angle=3.086
[INFO] [1754207311.298868465] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.254 5.267]
[INFO] [1754207311.302762997] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207311.303567646] [solver_node]: 有效解: x=4.543, y=0.966, 距离=1.077
[INFO] [1754207311.304334405] [solver_node]: 选择最佳解: x=4.543, y=0.966, 距离=1.077
[INFO] [1754207311.305800079] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.966, angle=3.086
[INFO] [1754207311.306526355] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207311.349925408] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207311.356128601] [solver_node]: 当前位置: x=4.053, y=0.001, angle=3.086
[INFO] [1754207311.358085692] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.254 5.267]
[INFO] [1754207311.366917145] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207311.381304111] [solver_node]: 有效解: x=4.543, y=0.967, 距离=1.083
[INFO] [1754207311.385153009] [solver_node]: 选择最佳解: x=4.543, y=0.967, 距离=1.083
[INFO] [1754207311.406766387] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.967, angle=3.086
[INFO] [1754207311.425058958] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207311.447314769] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207311.485632157] [solver_node]: 当前位置: x=4.055, y=0.002, angle=3.090
[INFO] [1754207311.488070232] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.254 5.267]
[INFO] [1754207311.493580302] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207311.496267254] [solver_node]: 有效解: x=4.544, y=0.972, 距离=1.086
[INFO] [1754207311.497041053] [solver_node]: 选择最佳解: x=4.544, y=0.972, 距离=1.086
[INFO] [1754207311.503852021] [solver_node]: 发布laser_dist_link变换: x=4.544, y=0.972, angle=3.090
[INFO] [1754207311.504974829] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207311.582894311] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207311.586206030] [solver_node]: 当前位置: x=4.064, y=0.002, angle=3.086
[INFO] [1754207311.589617947] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.254 5.267]
[INFO] [1754207311.613996904] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207311.614908662] [solver_node]: 有效解: x=4.543, y=0.967, 距离=1.078
[INFO] [1754207311.615666492] [solver_node]: 选择最佳解: x=4.543, y=0.967, 距离=1.078
[INFO] [1754207311.616851032] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.967, angle=3.086
[INFO] [1754207311.617546075] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207311.660670779] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207311.664125001] [solver_node]: 当前位置: x=4.055, y=0.005, angle=3.086
[INFO] [1754207311.665538000] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.254 5.267]
[INFO] [1754207311.671105097] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207311.674538806] [solver_node]: 有效解: x=4.543, y=0.967, 距离=1.078
[INFO] [1754207311.675450532] [solver_node]: 选择最佳解: x=4.543, y=0.967, 距离=1.078
[INFO] [1754207311.678857136] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.967, angle=3.086
[INFO] [1754207311.679599573] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207311.747384432] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207311.750332773] [solver_node]: 当前位置: x=4.051, y=0.011, angle=3.086
[INFO] [1754207311.751664776] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.254 5.267]
[INFO] [1754207311.795173435] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207311.805361373] [solver_node]: 有效解: x=4.543, y=0.966, 距离=1.075
[INFO] [1754207311.807506377] [solver_node]: 选择最佳解: x=4.543, y=0.966, 距离=1.075
[INFO] [1754207311.811428079] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.966, angle=3.086
[INFO] [1754207311.845013133] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207311.869053801] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207311.877846885] [solver_node]: 当前位置: x=4.058, y=0.012, angle=3.085
[INFO] [1754207311.885483142] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.254 5.264]
[INFO] [1754207311.899483720] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207311.900311602] [solver_node]: 有效解: x=4.543, y=0.964, 距离=1.068
[INFO] [1754207311.901794141] [solver_node]: 选择最佳解: x=4.543, y=0.964, 距离=1.068
[INFO] [1754207311.911184919] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.964, angle=3.085
[INFO] [1754207311.913311970] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207311.957413330] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207311.961731756] [solver_node]: 当前位置: x=4.066, y=0.002, angle=3.087
[INFO] [1754207311.977128533] [solver_node]: 激光距离数据: [0.518 6.716 4.099 5.254 5.264]
[INFO] [1754207311.981020409] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207311.981967977] [solver_node]: 有效解: x=4.542, y=0.968, 距离=1.078
[INFO] [1754207311.982822516] [solver_node]: 选择最佳解: x=4.542, y=0.968, 距离=1.078
[INFO] [1754207311.993832991] [solver_node]: 发布laser_dist_link变换: x=4.542, y=0.968, angle=3.087
[INFO] [1754207311.995744544] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207312.050765398] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207312.063268909] [solver_node]: 当前位置: x=4.059, y=0.002, angle=3.087
[INFO] [1754207312.064606384] [solver_node]: 激光距离数据: [0.518 6.716 4.099 5.254 5.264]
[INFO] [1754207312.090951232] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207312.092138044] [solver_node]: 有效解: x=4.542, y=0.968, 距离=1.081
[INFO] [1754207312.093146351] [solver_node]: 选择最佳解: x=4.542, y=0.968, 距离=1.081
[INFO] [1754207312.094995660] [solver_node]: 发布laser_dist_link变换: x=4.542, y=0.968, angle=3.087
[INFO] [1754207312.095783828] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207312.149053010] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207312.167539510] [solver_node]: 当前位置: x=4.049, y=0.004, angle=3.087
[INFO] [1754207312.169616702] [solver_node]: 激光距离数据: [0.518 6.716 4.099 5.254 5.264]
[INFO] [1754207312.207276009] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207312.228682016] [solver_node]: 有效解: x=4.542, y=0.968, 距离=1.083
[INFO] [1754207312.243736503] [solver_node]: 选择最佳解: x=4.542, y=0.968, 距离=1.083
[INFO] [1754207312.246139376] [solver_node]: 发布laser_dist_link变换: x=4.542, y=0.968, angle=3.087
[INFO] [1754207312.246824563] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207312.258134157] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207312.261949166] [solver_node]: 当前位置: x=4.062, y=-0.002, angle=3.086
[INFO] [1754207312.263535774] [solver_node]: 激光距离数据: [0.518 6.716 4.099 5.254 5.264]
[INFO] [1754207312.268414356] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207312.275371474] [solver_node]: 有效解: x=4.542, y=0.967, 距离=1.082
[INFO] [1754207312.284676551] [solver_node]: 选择最佳解: x=4.542, y=0.967, 距离=1.082
[INFO] [1754207312.293775186] [solver_node]: 发布laser_dist_link变换: x=4.542, y=0.967, angle=3.086
[INFO] [1754207312.294563098] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207312.348012193] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207312.364350040] [solver_node]: 当前位置: x=4.059, y=-0.006, angle=3.087
[INFO] [1754207312.365895110] [solver_node]: 激光距离数据: [0.518 6.716 4.099 5.254 5.264]
[INFO] [1754207312.369834701] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207312.370640054] [solver_node]: 有效解: x=4.542, y=0.967, 距离=1.086
[INFO] [1754207312.371407836] [solver_node]: 选择最佳解: x=4.542, y=0.967, 距离=1.086
[INFO] [1754207312.383323765] [solver_node]: 发布laser_dist_link变换: x=4.542, y=0.967, angle=3.087
[INFO] [1754207312.386092449] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207312.486996864] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207312.498386206] [solver_node]: 当前位置: x=4.065, y=0.003, angle=3.086
[INFO] [1754207312.499848840] [solver_node]: 激光距离数据: [0.518 6.716 4.099 5.254 5.264]
[INFO] [1754207312.529804718] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207312.546569756] [solver_node]: 有效解: x=4.542, y=0.965, 距离=1.074
[INFO] [1754207312.547522668] [solver_node]: 选择最佳解: x=4.542, y=0.965, 距离=1.074
[INFO] [1754207312.549410763] [solver_node]: 发布laser_dist_link变换: x=4.542, y=0.965, angle=3.086
[INFO] [1754207312.550131215] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207312.592413187] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207312.594982852] [solver_node]: 当前位置: x=4.058, y=0.005, angle=3.086
[INFO] [1754207312.596989162] [solver_node]: 激光距离数据: [0.518 6.716 4.099 5.254 5.264]
[INFO] [1754207312.605859305] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207312.606676434] [solver_node]: 有效解: x=4.542, y=0.967, 距离=1.077
[INFO] [1754207312.607462714] [solver_node]: 选择最佳解: x=4.542, y=0.967, 距离=1.077
[INFO] [1754207312.619927438] [solver_node]: 发布laser_dist_link变换: x=4.542, y=0.967, angle=3.086
[INFO] [1754207312.640849453] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207312.652255788] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207312.661049511] [solver_node]: 当前位置: x=4.064, y=0.002, angle=3.086
[INFO] [1754207312.679938176] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.254 5.266]
[INFO] [1754207312.684337821] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207312.700879071] [solver_node]: 有效解: x=4.543, y=0.967, 距离=1.078
[INFO] [1754207312.720529278] [solver_node]: 选择最佳解: x=4.543, y=0.967, 距离=1.078
[INFO] [1754207312.734246418] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.967, angle=3.086
[INFO] [1754207312.748920406] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207312.780860032] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207312.806649044] [solver_node]: 当前位置: x=4.048, y=0.014, angle=3.086
[INFO] [1754207312.808163008] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.256 5.266]
[INFO] [1754207312.835434399] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207312.838643809] [solver_node]: 有效解: x=4.543, y=0.966, 距离=1.074
[INFO] [1754207312.849058574] [solver_node]: 选择最佳解: x=4.543, y=0.966, 距离=1.074
[INFO] [1754207312.850553946] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.966, angle=3.086
[INFO] [1754207312.851224700] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207312.872897216] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207312.888374221] [solver_node]: 当前位置: x=4.049, y=0.013, angle=3.087
[INFO] [1754207312.889898105] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.256 5.266]
[INFO] [1754207312.893828576] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207312.894641737] [solver_node]: 有效解: x=4.543, y=0.968, 距离=1.075
[INFO] [1754207312.895392046] [solver_node]: 选择最佳解: x=4.543, y=0.968, 距离=1.075
[INFO] [1754207312.925721896] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.968, angle=3.087
[INFO] [1754207312.948694798] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207312.949878089] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207312.963925070] [solver_node]: 当前位置: x=4.056, y=0.008, angle=3.086
[INFO] [1754207312.965841422] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.256 5.266]
[INFO] [1754207312.993324824] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207312.994294121] [solver_node]: 有效解: x=4.543, y=0.967, 距离=1.075
[INFO] [1754207312.995091121] [solver_node]: 选择最佳解: x=4.543, y=0.967, 距离=1.075
[INFO] [1754207313.007372508] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.967, angle=3.086
[INFO] [1754207313.008330540] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207313.051242911] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207313.076347536] [solver_node]: 当前位置: x=4.056, y=0.002, angle=3.086
[INFO] [1754207313.077680211] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.256 5.266]
[INFO] [1754207313.087646826] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207313.089673584] [solver_node]: 有效解: x=4.543, y=0.966, 距离=1.080
[INFO] [1754207313.103148567] [solver_node]: 选择最佳解: x=4.543, y=0.966, 距离=1.080
[INFO] [1754207313.113635399] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.966, angle=3.086
[INFO] [1754207313.114557014] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207313.244591759] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207313.249553993] [solver_node]: 当前位置: x=4.063, y=0.011, angle=3.087
[INFO] [1754207313.251721494] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.259 5.266]
[INFO] [1754207313.256379585] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207313.257252205] [solver_node]: 有效解: x=4.543, y=0.967, 距离=1.071
[INFO] [1754207313.258021364] [solver_node]: 选择最佳解: x=4.543, y=0.967, 距离=1.071
[INFO] [1754207313.259430843] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.967, angle=3.087
[INFO] [1754207313.260192545] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207313.261194996] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207313.274360235] [solver_node]: 当前位置: x=4.063, y=0.011, angle=3.087
[INFO] [1754207313.276682048] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.259 5.266]
[INFO] [1754207313.280719084] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207313.281521908] [solver_node]: 有效解: x=4.543, y=0.967, 距离=1.071
[INFO] [1754207313.282258585] [solver_node]: 选择最佳解: x=4.543, y=0.967, 距离=1.071
[INFO] [1754207313.305672405] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.967, angle=3.087
[INFO] [1754207313.306440604] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207313.413963846] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207313.417659073] [solver_node]: 当前位置: x=4.055, y=0.004, angle=3.086
[INFO] [1754207313.427679674] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.259 5.266]
[INFO] [1754207313.433075850] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207313.434624536] [solver_node]: 有效解: x=4.543, y=0.967, 距离=1.080
[INFO] [1754207313.444363330] [solver_node]: 选择最佳解: x=4.543, y=0.967, 距离=1.080
[INFO] [1754207313.445786154] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.967, angle=3.086
[INFO] [1754207313.448063325] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207313.449234424] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207313.465327107] [solver_node]: 当前位置: x=4.050, y=0.003, angle=3.088
[INFO] [1754207313.468136336] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.259 5.266]
[INFO] [1754207313.472673973] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207313.473509215] [solver_node]: 有效解: x=4.544, y=0.970, 距离=1.086
[INFO] [1754207313.474218595] [solver_node]: 选择最佳解: x=4.544, y=0.970, 距离=1.086
[INFO] [1754207313.475576455] [solver_node]: 发布laser_dist_link变换: x=4.544, y=0.970, angle=3.088
[INFO] [1754207313.476233769] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207313.550481478] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207313.557676977] [solver_node]: 当前位置: x=4.054, y=0.009, angle=3.086
[INFO] [1754207313.559438570] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.259 5.266]
[INFO] [1754207313.563745795] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207313.564590733] [solver_node]: 有效解: x=4.543, y=0.967, 距离=1.076
[INFO] [1754207313.565485882] [solver_node]: 选择最佳解: x=4.543, y=0.967, 距离=1.076
[INFO] [1754207313.568098974] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.967, angle=3.086
[INFO] [1754207313.569546663] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207313.657767525] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207313.662043324] [solver_node]: 当前位置: x=4.057, y=0.008, angle=3.087
[INFO] [1754207313.671576445] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.259 5.266]
[INFO] [1754207313.676315948] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207313.677101779] [solver_node]: 有效解: x=4.543, y=0.968, 距离=1.077
[INFO] [1754207313.677814775] [solver_node]: 选择最佳解: x=4.543, y=0.968, 距离=1.077
[INFO] [1754207313.679123865] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.968, angle=3.087
[INFO] [1754207313.715080237] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207313.758237132] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207313.778707412] [solver_node]: 当前位置: x=4.062, y=0.005, angle=3.086
[INFO] [1754207313.780769500] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.259 5.266]
[INFO] [1754207313.797983871] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207313.798838698] [solver_node]: 有效解: x=4.543, y=0.966, 距离=1.075
[INFO] [1754207313.799659444] [solver_node]: 选择最佳解: x=4.543, y=0.966, 距离=1.075
[INFO] [1754207313.800806285] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.966, angle=3.086
[INFO] [1754207313.801477775] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207313.855026298] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207313.874636758] [solver_node]: 当前位置: x=4.058, y=0.002, angle=3.087
[INFO] [1754207313.876038525] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.259 5.266]
[INFO] [1754207313.880491549] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207313.881388842] [solver_node]: 有效解: x=4.543, y=0.967, 距离=1.080
[INFO] [1754207313.882180114] [solver_node]: 选择最佳解: x=4.543, y=0.967, 距离=1.080
[INFO] [1754207313.883850822] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.967, angle=3.087
[INFO] [1754207313.893376615] [solver_node]: 成功发布laser_dist_link变换
